,group,names,scores,logfoldchanges,pvals,pvals_adj
278613,16,NKAIN3,27.143532,2.3774226,3.0186761595192445e-162,8.7607013276181e-159
278614,16,TAFA1,26.430143,2.5365674,6.172792012135136e-154,1.5355261043901303e-150
278615,16,TENM4,25.43992,2.0835829,9.127043685144715e-143,1.986615146117812e-139
278616,16,DNER,24.62777,2.1777318,6.369806154872608e-134,1.2324159397199638e-130
278617,16,TENM1,24.418873,2.1735244,1.0780689781601998e-131,1.877241511670356e-128
278619,16,ENSHGLG00000008731,23.242233,1.998785,1.7045927707542644e-119,2.4735061597620004e-116
278620,16,AK5,22.124954,1.9335436,1.8182077343272115e-108,2.435419329064595e-105
278621,16,DAB1,21.714815,1.7794527,1.4863948138682134e-104,1.848756635277657e-101
278622,16,INPP4B,21.580732,2.1409872,2.725144843528348e-103,3.163529810690608e-100
278623,16,RNF150,21.488281,1.9804482,2.0039065444249865e-102,2.1808765411295183e-99
278624,16,DOCK4,21.381433,1.8382031,1.9892142520737638e-101,2.03754045713885e-98
278629,16,SH3KBP1,20.975803,1.8956603,1.0910734903204968e-97,8.635846675886733e-95
278630,16,SLIT2,20.645105,1.9391018,1.0802879487879683e-94,8.178719153149953e-92
278631,16,SPHKAP,20.558777,2.144956,6.42310288623626e-94,4.660228773251333e-91
278635,16,ACVR2A,19.893127,2.145443,4.66711721613912e-88,2.802362485676914e-85
278636,16,DLGAP2,19.834677,1.6066395,1.494758618956256e-87,8.676077277295096e-85
278637,16,KCNC2,19.617483,1.6109637,1.0964732614188403e-85,6.158996419705247e-83
278638,16,CAMK2A,19.257954,1.8973533,1.210675873193125e-82,6.587968431222465e-80
278639,16,CDK14,18.891233,1.7297652,1.3466021604963236e-79,7.105570733552268e-77
278640,16,ENOX1,18.718185,1.7711818,3.5194210588493224e-78,1.802461144051272e-75
278641,16,RAPGEF6,18.66084,1.7069397,1.03099935782873e-77,5.129369090820479e-75
278642,16,ALCAM,18.358452,1.7674443,2.8254764561946477e-75,1.3666672647699277e-72
278644,16,FAM19A2,18.054321,2.0893126,7.295374099493418e-73,3.3430091893283914e-70
278645,16,GALNT13,17.91243,1.5994807,9.432739553531077e-72,4.211597278093247e-69
278647,16,PRR16,17.763857,1.8946904,1.3465681511169843e-70,5.718973467170744e-68
278648,16,SLC24A3,17.73602,1.538893,2.2105493901598172e-70,9.164832507345928e-68
278656,16,ENSHGLG00000001121,17.225985,1.916418,1.695209642874605e-66,5.9037371022751e-64
278658,16,NUP93,16.957386,1.7287197,1.697285769163928e-64,5.683622518932977e-62
278659,16,NDST4,16.920092,2.872,3.199356208387236e-64,1.0511394274839045e-61
278661,16,KCNJ3,16.807758,1.779218,2.1411917399351354e-63,6.779013048634638e-61
278663,16,LMO7,16.620762,1.5519823,4.930221514699785e-62,1.506139425183638e-59
278666,16,NSG2,16.433094,1.5118847,1.1085398422224024e-60,3.2171673787697825e-58
278668,16,TIAM1,16.101225,1.8589052,2.5010699972942972e-58,7.024376106917031e-56
278670,16,CPNE4,15.8999195,1.6887058,6.344659510601639e-57,1.7262430634079117e-54
278673,16,THSD7B,15.797493,1.5152644,3.2373725264346664e-56,8.413786239224903e-54
278678,16,NTNG1,15.534937,1.971587,2.012715480806896e-54,4.8676964815681225e-52
278682,16,SLC4A4,15.444835,1.7514194,8.173653713645876e-54,1.8727346331015216e-51
278685,16,PID1,15.267318,1.8206549,1.2625998026357035e-52,2.7829937168728487e-50
278698,16,ENSHGLG00000010564,14.646334,1.6999147,1.4218393811928453e-48,2.6911401244251103e-46
278699,16,SYT13,14.635635,1.8204324,1.6641465674841902e-48,3.115890772000237e-46
278702,16,ENSHGLG00000014532,14.5279875,1.5722802,8.05523959054998e-48,1.4611029894817373e-45
278703,16,KITLG,14.461239,2.283051,2.1292952891706416e-47,3.822414316528699e-45
278712,16,FIGN,14.212362,2.4734042,7.67906983018241e-46,1.261468329744965e-43
278714,16,NRP2,14.040051,2.403419,8.864813572518395e-45,1.4292870253542853e-42
278737,16,EFR3A,12.8417225,1.7080705,9.572087880002556e-38,1.2438713899588396e-35
278748,16,EPB41L4B,12.478564,1.7616524,9.773250067458623e-36,1.1656274207168288e-33
278752,16,PGBD5,12.307375,1.6102294,8.266824946983042e-35,9.596681520121048e-33
278805,16,MTMR12,11.328376,1.5040731,9.494924987019495e-30,8.025977126163615e-28
278841,16,ENSHGLG00000011731,10.662029,1.8988509,1.5321794848110113e-26,1.088973117102618e-24
278847,16,SUCLG2,10.596664,1.6370182,3.0879946707603373e-26,2.1422809243804683e-24
278878,16,FAM102B,10.163534,1.5879897,2.884273675888322e-24,1.7809878552568562e-22
278881,16,SHISA7,10.1346445,1.641015,3.87779614520011e-24,2.360981268404528e-22
278896,16,NECAB2,10.023522,1.566519,1.2014321293204559e-23,6.927330353595066e-22
278912,16,FBN2,9.833488,1.5804322,8.077133675535321e-23,4.422865682141401e-21
278926,16,CRYBG3,9.709005,1.6834441,2.7601756684122364e-22,1.4476788829536828e-20
279016,16,PACSIN1,8.901805,1.518987,5.494567272277072e-19,2.2459366176563535e-17
296021,17,TLE4,39.377983,4.9081354,0.0,0.0
296023,17,CDH11,30.498701,3.2803118,2.7112275169644233e-204,1.5736868250967166e-200
296024,17,KIAA1217,29.6669,3.6293926,2.0532877612098267e-193,8.938474946486679e-190
296025,17,SOX5,29.364086,2.859737,1.5794980975673225e-189,5.500760074587958e-186
296026,17,DLC1,28.63605,3.5629058,2.3916534001212292e-180,6.940976776051827e-177
296027,17,PDE1A,25.983885,2.729951,7.533226446306557e-149,1.8739438872790867e-145
296028,17,DOK6,25.53331,2.8090003,8.414828936481429e-144,1.628082403010568e-140
296029,17,SERGEF,24.941568,2.8048608,2.6361309254323303e-137,4.590294780455317e-134
296032,17,MMP16,23.024652,2.4152095,2.6403758244612413e-117,2.8735540144589747e-114
296035,17,GRIK3,21.95357,2.9778652,8.006023204265263e-107,6.970444102793551e-104
296036,17,KHDRBS3,21.739191,2.0615802,8.742577748946094e-105,7.249262206780872e-102
296037,17,LDB2,20.915094,2.2942107,3.9025454042815387e-97,2.831459296864768e-94
296040,17,SLIT1,19.599321,2.2069683,1.5669794148265525e-85,9.408900879439572e-83
296041,17,CDH18,18.968082,3.0607226,3.1312048642982192e-80,1.6036373618242615e-77
296044,17,SULF1,18.26141,3.8576474,1.6789780102249703e-74,7.309011023011852e-72
296045,17,CTNNA3,17.864632,1.7234213,2.2239836973097066e-71,9.445421492988763e-69
296046,17,LMO3,17.659166,2.751252,8.650897002442807e-70,3.5032109186868974e-67
296047,17,ENSHGLG00000005004,17.377851,1.8316885,1.2141722388447047e-67,4.698306932222854e-65
296048,17,Oprm1,17.283169,2.3558416,6.29898229558499e-67,2.384438667674379e-64
296049,17,MYLK,17.28026,3.6850553,6.62484324184128e-67,2.45443394404643e-64
296051,17,GRIA3,15.9807825,1.5999664,1.739497155738917e-57,5.507247995069411e-55
296052,17,PRKD1,15.973812,2.3381145,1.945243681911094e-57,6.048665755913907e-55
296053,17,NETO2,15.914209,1.7120275,5.0500834172191873e-57,1.5427561849831177e-54
296055,17,ENSHGLG00000005900,15.635829,1.9383179,4.1503911387110026e-55,1.2045126816395782e-52
296056,17,MCC,15.57235,2.2794611,1.1220804136681364e-54,3.203079712000534e-52
296058,17,DIP2A,15.423737,2.1430533,1.133518878242933e-53,3.036609881052953e-51
296059,17,FOXP2,15.416783,2.3673666,1.262365783854771e-53,3.330541726403504e-51
296060,17,SH3GL2,15.295301,2.047949,8.218001262946949e-53,2.1358217312193318e-50
296061,17,ENSHGLG00000006695,15.286968,1.8052666,9.33985075488693e-53,2.391688546983031e-50
296062,17,GAS7,15.083279,1.9554062,2.0864393902544414e-51,5.1170660707747306e-49
296064,17,UNC13B,14.8454685,1.8352762,7.443345758665851e-50,1.7514997256168713e-47
296065,17,LMO7,14.817108,1.9175863,1.1357014430716694e-49,2.636795897094264e-47
296066,17,ADK,14.768273,1.6336964,2.346484345869059e-49,5.376227883502358e-47
296067,17,XYLT1,14.533376,1.5623629,7.445864381933729e-48,1.6412004618052154e-45
296068,17,EPHB1,13.965601,1.8351108,2.5276421972372573e-44,5.059061331091076e-42
296071,17,LRRTM3,13.7300205,1.7596049,6.711419169085e-43,1.243254702034863e-40
296072,17,LUZP2,13.690994,1.627866,1.1492553395536407e-42,2.1065245502786892e-40
296073,17,FRY,13.60605,1.6285756,3.6863779341279286e-42,6.686551975726002e-40
296078,17,NIN,13.487863,1.9386637,1.8436928509657572e-41,3.1169149139676433e-39
296080,17,ETV1,13.384895,2.3687541,7.41019332334684e-41,1.2172990220701747e-38
296082,17,GRM8,13.36262,1.8948622,9.998209114530948e-41,1.612026067697476e-38
296083,17,CDK8,13.319173,1.8170135,1.7908008193112312e-40,2.834837696969679e-38
296084,17,RFTN1,13.292983,2.631048,2.5423726312767575e-40,3.988318434992989e-38
296086,17,ARHGAP18,13.158552,2.7959375,1.5197021354813994e-39,2.3010933291424007e-37
296088,17,PRKCB,12.7494955,1.5004966,3.137698856014019e-37,4.5530625149810094e-35
296091,17,ENSHGLG00000000553,12.408656,2.3162732,2.3455578933602196e-35,3.09418178765769e-33
296092,17,ENSHGLG00000000259,12.280425,1.8490249,1.1539044012617744e-34,1.488365728827502e-32
296096,17,BCL11B,11.971415,1.9145603,5.016612566792767e-33,5.983169494901538e-31
296097,17,TSHZ3,11.871466,1.8893644,1.665247487446129e-32,1.9461043287851976e-30
296100,17,XPR1,11.857698,2.1368625,1.9629690382430108e-32,2.248761833087207e-30
296103,17,CAMK4,11.583821,1.6635098,4.9776836534381185e-31,5.45134625517723e-29
296104,17,SHISA6,11.452982,1.6949596,2.2719294080952898e-30,2.4270617658382384e-28
296105,17,ST6GALNAC5,11.298711,1.5175693,1.3315789584004015e-29,1.3639284942721289e-27
296108,17,FGF1,10.984376,2.088084,4.543682697313308e-28,4.371223580569979e-26
296111,17,ENSHGLG00000002931,10.430971,1.5317637,1.790496764014209e-25,1.6323518404072993e-23
296113,17,VWC2L,10.424278,2.4360402,1.9211289919145617e-25,1.7332963283009462e-23
296116,17,TSHZ2,10.264179,1.9143848,1.0218591129535332e-24,8.896816366929937e-23
296117,17,SSBP3,10.250257,1.9467129,1.1802933397921589e-24,1.0225098470547693e-22
296122,17,FAM110B,9.960163,1.7874937,2.2768949756745312e-23,1.8701685005387082e-21
296123,17,DGKG,9.7778845,1.7083937,1.4010896976530856e-22,1.1191364635428063e-20
296124,17,ADAMTS20,9.776394,2.081489,1.4218583122075875e-22,1.1305396707977497e-20
296125,17,PTPRU,9.7055645,1.8223481,2.8549285210190822e-22,2.2292766967042726e-20
296126,17,IGSF21,9.527783,1.5641536,1.6067704690869642e-21,1.2164649642700568e-19
296133,17,FEZF2,9.3115015,2.3559382,1.2603775141527457e-20,8.921525875586082e-19
296134,17,TLN2,9.290415,1.655995,1.536882235612518e-20,1.0791020309968054e-18
296138,17,GALNT14,8.945984,1.5868655,3.686503570458677e-19,2.4408017746158534e-17
296140,17,KIAA1671,8.9084015,2.1701488,5.177376342008364e-19,3.402024688429873e-17
296142,17,ADAMTS19,8.748619,1.6443695,2.159802273964079e-18,1.3929124813532038e-16
296147,17,IPCEF1,8.606819,2.0088837,7.511557444036235e-18,4.621863949576076e-16
296154,17,DPP4,8.302557,1.7088656,1.0189391715547905e-16,5.875095296120387e-15
296164,17,PHYHIPL,7.482789,1.5082953,7.276172361709635e-14,3.7533978838180855e-12
296173,17,MAP2K1,7.1701183,1.5661806,7.493299896950029e-13,3.507549223268572e-11
296177,17,SEZ6,7.007247,1.5354964,2.4305299868251536e-12,1.1050344297803237e-10
313440,18,EPHA6,18.17544,1.7208925,8.077817151844463e-74,1.004707357607626e-70
313441,18,EPHA3,17.090088,2.0348854,1.7591115444989295e-65,1.531570466217993e-62
313446,18,TRPS1,14.690065,2.385886,7.46415595563626e-49,1.9113727596396203e-46
313450,18,SLIT3,13.928558,1.5696139,4.248419116475066e-44,7.324526938136666e-42
313456,18,SLIT2,11.237366,1.7138146,2.6723915510962785e-29,9.196512663881325e-28
313465,18,INPP4B,8.04623,1.5198994,8.538356176199896e-16,9.223225564278462e-15
330847,19,TLE4,38.316082,4.9076877,0.0,0.0
330848,19,ZFPM2,32.810883,4.1102257,4.118960478750081e-236,3.5861729408237586e-232
330849,19,RGS6,32.56013,3.5004158,1.5050635961747448e-232,8.73589080006361e-229
330850,19,FOXP2,32.11236,4.1435084,2.963847238254258e-226,1.2902367989930349e-222
330851,19,KIAA1217,31.029327,3.7455707,2.168709277722451e-211,7.552746930596208e-208
330852,19,SOX5,30.433342,3.0716712,1.9901271448329204e-203,5.775680662162606e-200
330853,19,DLC1,29.840754,3.5504253,1.15721849486151e-195,2.878663664431925e-192
330854,19,DOK6,28.505224,3.0165396,1.0091695192725867e-178,2.196583604886694e-175
330855,19,GARNL3,28.09979,2.9917336,9.854188082323962e-174,1.9065664119723017e-170
330857,19,TNIK,27.455536,2.5497952,5.966872514182319e-166,8.658429257454726e-163
330858,19,GRIA3,26.968397,2.6402936,3.471412771557377e-160,4.317693613652043e-157
330859,19,EPHB1,26.374498,2.9527197,2.688020419566434e-153,3.120433304394021e-150
330860,19,ENSHGLG00000005004,25.966965,2.5768647,1.1698361189753481e-148,1.2731472712323586e-145
330861,19,KHDRBS3,25.228687,2.4725623,1.9410618259395803e-140,1.9882182102991713e-137
330862,19,MCC,25.06889,3.121742,1.0866823622990941e-138,1.0512444430396737e-135
330864,19,PRKAR2B,24.935411,2.913866,3.0743124170862787e-137,2.6766501059361685e-134
330865,19,GRIK3,24.920378,3.1661837,4.474718549304374e-137,3.7103940047160507e-134
330866,19,SLC35F1,24.89792,2.4488108,7.836239897867121e-137,6.202383879161826e-134
330867,19,MCTP1,24.833103,2.5720646,3.937185687230883e-136,2.9807919292065814e-133
330868,19,STXBP5,24.64668,2.446019,3.99437698998195e-134,2.7821634610622277e-131
330869,19,Oprm1,24.55663,2.9543927,3.674388697496313e-133,2.4608511688270497e-130
330870,19,IGSF21,24.474798,3.0704787,2.7408290758794018e-132,1.767631729566223e-129
330874,19,MPPED1,23.683424,2.4279642,5.343646863065076e-124,2.9077788383297555e-121
330876,19,NFIA,23.195896,2.942365,5.008953178885056e-119,2.5653206383507494e-116
330877,19,SLC4A10,23.159977,2.2273014,1.153386123480071e-118,5.738260733759564e-116
330878,19,PRKCE,23.01746,2.1602683,3.11681764135666e-117,1.4668417726741493e-114
330879,19,NETO2,22.870857,2.3084733,9.063473597867195e-116,4.153217519991091e-113
330880,19,ENSHGLG00000002931,22.533205,2.683788,1.9623506089666267e-112,8.761643885624582e-110
330881,19,NFIB,22.452309,2.3621895,1.2149582205108572e-111,5.28901687343889e-109
330882,19,TRPM3,22.232077,2.2298582,1.6817201167892048e-109,7.142388388695226e-107
330883,19,PPM1L,22.13465,2.4846492,1.4664678683943075e-108,5.938512788918622e-106
330884,19,MMP16,21.94447,2.225973,9.780084582129562e-107,3.870468473377774e-104
330885,19,KAT6B,21.839468,2.2660594,9.78873127523491e-106,3.70546038468838e-103
330886,19,PDZD2,21.82228,3.0054219,1.4257042828987986e-105,5.282082697471656e-103
330887,19,NOS1AP,21.635258,2.4006202,8.367988696554813e-104,2.973709942308346e-101
330888,19,CDK8,21.403524,2.5092545,1.2387838044575494e-101,4.314188477403861e-99
330889,19,ENSHGLG00000005900,21.181145,2.2948244,1.4252788083483767e-99,4.866348997994173e-97
330890,19,GABRB2,21.14491,2.169994,3.0736478267702604e-99,1.0292582616836643e-96
330891,19,ENSHGLG00000007341,21.06964,2.3792958,1.5107657774017176e-98,4.9635782041313414e-96
330892,19,PDE1A,20.726334,2.1595757,2.004954963074296e-95,6.4652371800023555e-93
330893,19,CERS6,20.712322,2.0827367,2.6821378278929387e-95,8.491648363109044e-93
330895,19,CARMIL1,20.605143,2.2542472,2.467962987032859e-94,7.539410437404066e-92
330896,19,FHOD3,20.545485,2.1725662,8.446455562951704e-94,2.535829839959966e-91
330897,19,HECW2,20.092983,2.3480937,8.499728314306623e-90,2.3125901427659566e-87
330898,19,SH3GL2,19.930574,2.3552644,2.2101069337824683e-88,5.920706467377557e-86
330900,19,ZNF385D,19.415285,2.4597116,5.731684750559293e-84,1.4677327435513082e-81
330901,19,CLSTN2,19.33859,1.9168319,2.543338736117897e-83,6.418428610437817e-81
330902,19,GABBR2,19.327618,2.0220568,3.1461677871116366e-83,7.826317096710703e-81
330903,19,ARHGAP15,19.291904,2.050546,6.281604060801925e-83,1.5405855142358298e-80
330905,19,TMEM108,19.279804,2.0026467,7.937646385782372e-83,1.893400500214088e-80
330906,19,SSBP2,19.225887,1.855757,2.2476364994495485e-82,5.218412581988665e-80
330908,19,NTRK3,18.973253,1.9308742,2.837867681721162e-80,6.255163283773493e-78
330909,19,CDH2,18.8266,1.9340553,4.5719948160663775e-79,9.95151821652048e-77
330910,19,LNPK,18.672148,2.3759212,8.343028505766157e-78,1.7716726264744647e-75
330911,19,NAV3,18.491335,1.8159739,2.4247707978654017e-76,5.026492131336933e-74
330912,19,SLIT1,18.261545,1.9688311,1.6748316927961707e-74,3.431040501959967e-72
330913,19,DOCK3,18.221048,1.6484264,3.5135701373808148e-74,7.114162418861875e-72
330914,19,ATP2A2,18.212898,2.3445818,4.077793864478816e-74,8.161680984157429e-72
330915,19,RASGEF1B,18.14403,2.0922196,1.4314309167143283e-73,2.8324439264484773e-71
330916,19,DIP2A,18.104155,2.2755818,2.955106823669858e-73,5.781716305681262e-71
330917,19,PRKCB,18.075586,1.9082108,4.96242470930174e-73,9.601189051452354e-71
330918,19,CACNA1A,17.964935,1.8321913,3.6670502316463136e-72,7.01696106413816e-70
330919,19,GPM6A,17.955694,1.7172322,4.3313115487374843e-72,8.197948695452806e-70
330920,19,PPM1E,17.912193,1.9232838,9.47287669743264e-72,1.7736688379827373e-69
330921,19,DIP2B,17.82813,1.8882244,4.274705054474739e-71,7.918663735486024e-69
330922,19,CDH11,17.570616,1.923345,4.136547131918163e-69,7.503093250842809e-67
330923,19,WBSCR17,17.476477,1.9604633,2.1646778324206295e-68,3.885931453189734e-66
330924,19,CTNNA3,17.425282,1.7339933,5.3046685955283285e-68,9.425530025911712e-66
330925,19,PLPPR1,17.396357,1.8309331,8.791932677395801e-68,1.5464032698130616e-65
330926,19,DTNA,17.373549,1.811075,1.3087783516192765e-67,2.278975743674646e-65
330927,19,ENSHGLG00000006695,17.293896,1.8900324,5.229567543628231e-67,9.0160851125939e-65
330928,19,EPB41L2,17.153519,2.3991811,5.915868425950527e-66,1.0099315382458483e-63
330929,19,ARHGAP26,17.1054,1.8039728,1.352696933120179e-65,2.2868457957690947e-63
330930,19,CDH18,17.102766,2.5655458,1.4152734131507873e-65,2.3696303791533326e-63
330931,19,ADCY2,17.101217,1.7470658,1.4533524924865587e-65,2.41021209063509e-63
330932,19,PITPNC1,16.991205,1.9845608,9.540883085103314e-65,1.524177955604624e-62
330933,19,NFIX,16.960024,2.0030801,1.6228040432118878e-64,2.5688988004044185e-62
330934,19,SHROOM3,16.866436,1.870043,7.944822069319683e-64,1.2352070240452111e-61
330936,19,ENSHGLG00000000349,16.602322,2.2173736,6.704605078871284e-62,1.0064421399860833e-59
330937,19,PRKD1,16.587711,2.1280117,8.551822994603123e-62,1.2727597761113178e-59
330938,19,FAM110B,16.58534,2.3296983,8.896097533248823e-62,1.312777511410693e-59
330940,19,HPSE2,16.400816,2.5859518,1.886882691788595e-60,2.738024026009567e-58
330941,19,AGAP1,16.328377,1.6061053,6.20127121722356e-60,8.92419303351354e-58
330942,19,CAMK4,16.327324,1.980756,6.309265910484564e-60,9.005184204858009e-58
330944,19,EXT1,16.13707,1.6505079,1.4003484595220555e-58,1.9664732036820607e-56
330945,19,RALYL,15.997461,1.6326793,1.330927117985618e-57,1.8248373153924067e-55
330946,19,IPCEF1,15.955045,2.8390288,2.627841409406599e-57,3.574890817343524e-55
330947,19,CNTNAP4,15.912444,1.8985254,5.194549881357618e-57,7.011836983262031e-55
330950,19,PPM1H,15.747455,2.1268322,7.150147746776181e-56,9.291456919001018e-54
330951,19,SERGEF,15.5380745,1.6556189,1.9165469772838397e-54,2.4359731763097447e-52
330952,19,NAV2,15.433519,1.6164479,9.741017462837348e-54,1.2202901948229261e-51
330953,19,DENND5B,15.417657,1.8632054,1.2454216807780206e-53,1.549037694813405e-51
330954,19,ENSHGLG00000000553,15.385738,2.327171,2.0403628677249975e-53,2.502030888429252e-51
330955,19,HECW1,15.362921,1.6589514,2.9020032137146584e-53,3.5337469902386957e-51
330956,19,KLF7,15.291549,1.874541,8.705530768290405e-53,1.0527042171405612e-50
330957,19,CACNA1E,15.281418,1.6146872,1.0170382335111367e-52,1.2213577075951327e-50
330958,19,EPHA7,15.259992,1.5619881,1.4126610360503523e-52,1.6848401795030674e-50
330959,19,LRRTM3,15.226107,1.7676486,2.373100121927385e-52,2.811074314498065e-50
330960,19,ARHGEF7,15.200253,1.5429714,3.5225995533255925e-52,4.144528785274226e-50
330961,19,CAMKV,15.180952,1.807628,4.728676357916183e-52,5.526204122174127e-50
330962,19,ENSHGLG00000007099,15.112014,1.8371819,1.3495077897757646e-51,1.5665986095576928e-49
330963,19,CLTCL1,15.111563,1.9883662,1.35878695491386e-51,1.5669243209215263e-49
330964,19,UNC13B,15.093387,1.7094585,1.7901228289128764e-51,2.0507505802539417e-49
330965,19,HCN1,15.052109,1.6167508,3.3440282176706726e-51,3.805853814006498e-49
330966,19,NIN,14.813395,1.8736582,1.2002200230412965e-49,1.3227488140011452e-47
330967,19,ASAP1,14.804077,1.6115748,1.3786572458923634e-49,1.5004099139202328e-47
330969,19,ELAPOR1,14.776164,1.6822895,2.087190577832552e-49,2.2297085602330205e-47
330971,19,CD47,14.596603,2.2817512,2.95189446731879e-48,3.0964661662302464e-46
330972,19,ENSHGLG00000004684,14.575135,1.705636,4.0432046219132544e-48,4.2158276695434425e-46
330973,19,SGCZ,14.566224,1.5792012,4.606565041750855e-48,4.7746498257147404e-46
330974,19,SLC17A7,14.547452,1.8975794,6.061926621139522e-48,6.209195779641324e-46
330976,19,CHD9,14.417016,1.5052674,4.044520579897617e-47,4.0483164433266634e-45
330978,19,MICAL2,14.377969,1.9752753,7.115187958390541e-47,7.079815309683115e-45
330980,19,BRINP1,14.306436,1.5308802,1.994777062497105e-46,1.9514074713068587e-44
330981,19,FAT2,14.225698,1.5967896,6.346745699764133e-46,6.174071668714684e-44
330983,19,GAS7,14.177843,1.7040302,1.2564911976249604e-45,1.2021583090243645e-43
330984,19,RTTN,14.15129,1.7079018,1.833628084870535e-45,1.7447522317951163e-43
330988,19,FOXP1,13.957269,1.6032838,2.8411641178429506e-44,2.617629142010545e-42
330989,19,PRKAG2,13.710254,1.9648393,8.814930729023075e-43,7.83134636655504e-41
330990,19,ACAP2,13.695986,1.663336,1.0729480068774794e-42,9.483880022211954e-41
330991,19,GSG1L,13.66121,3.349385,1.7308321482278322e-42,1.5221707170248102e-40
330992,19,DLGAP4,13.605611,1.5174378,3.708562315798352e-42,3.2450852062812414e-40
330993,19,TSHZ3,13.551767,1.8682392,7.734496935432424e-42,6.73403975683424e-40
330994,19,PCNX1,13.475949,1.7405169,2.1668113108598247e-41,1.8678557106931747e-39
330995,19,TBC1D19,13.454172,1.8651488,2.9098062847989246e-41,2.4959830954287525e-39
331000,19,ABLIM1,13.2144785,1.6896411,7.238608565586922e-40,5.945560893988919e-38
331001,19,HIVEP2,13.158306,1.9097786,1.524648512898531e-39,1.2405936707991646e-37
331002,19,PHYHIPL,13.116197,2.0305922,2.659510983446837e-39,2.1439844793870266e-37
331005,19,RAP1GAP2,12.902534,1.5880384,4.355365570176793e-38,3.4316733336420135e-36
331006,19,ADAMTS18,12.892356,2.0718768,4.970213069056824e-38,3.898482890607499e-36
331008,19,ENSHGLG00000003620,12.844218,1.7044849,9.268391154294919e-38,7.204932820077564e-36
331011,19,PLCL2,12.795172,1.5606953,1.7446605691136088e-37,1.332446249560319e-35
331015,19,JCAD,12.664258,2.5645134,9.329779813653757e-37,6.97250883670184e-35
331016,19,RRAS2,12.636879,1.8608817,1.3219848583254109e-36,9.795626526817182e-35
331018,19,EPB41L1,12.584849,1.5466981,2.558310093830123e-36,1.8639269315424242e-34
331019,19,ZDHHC14,12.549604,1.6804769,3.995031711999735e-36,2.8985619667104745e-34
331021,19,RALGAPA2,12.478012,1.6560717,9.841251774479695e-36,7.023185129057988e-34
331025,19,PLXNA2,12.331746,1.5794085,6.110820623422842e-35,4.2225285522088074e-33
331026,19,OSBPL9,12.251566,1.6360364,1.6478374913023606e-34,1.1341420646659291e-32
331027,19,GRIK4,12.211045,1.5757391,2.713806974591398e-34,1.8604535767149615e-32
331028,19,MAP7,12.1158285,1.8102317,8.707986834955596e-34,5.900084620898124e-32
331029,19,MYLK,12.091321,2.6750474,1.1738368757338516e-33,7.891900199673189e-32
331030,19,XPR1,12.030101,1.906449,2.4685905986413717e-33,1.6469566319594715e-31
331036,19,CSNK1G1,11.885281,1.8516002,1.4115948599405325e-32,9.148562967900735e-31
331038,19,ENSHGLG00000007740,11.793956,1.5497695,4.1936844939051727e-32,2.6847289739842193e-30
331045,19,SNCA,11.63768,1.676838,2.6512929852194165e-31,1.6488201697009177e-29
331046,19,ADCY1,11.562041,2.1902874,6.416521921554343e-31,3.948088205654621e-29
331047,19,RGS17,11.544607,1.561711,7.85996381794931e-31,4.8192095057025117e-29
331052,19,ENSHGLG00000005267,11.463221,1.5911052,2.0186647058040537e-30,1.2121037421436548e-28
331057,19,SSBP3,11.327204,1.86555,9.622836677508001e-30,5.641833503887099e-28
331059,19,SMURF1,11.282823,1.8442087,1.595430967253039e-29,9.260413144259055e-28
331062,19,LZTS1,11.123896,1.745944,9.598693749855461e-29,5.516239414727166e-27
331065,19,KDM6A,11.06633,1.5944083,1.8273244032328634e-28,1.0398431318135244e-26
331066,19,ZDHHC17,11.017727,1.7205126,3.1388433282996356e-28,1.7745674959636867e-26
331074,19,BASP1,10.866124,1.576715,1.6715108789737157e-27,9.067295618557418e-26
331077,19,RALGPS2,10.8457365,1.6001761,2.08946790121547e-27,1.1195047558112302e-25
331078,19,NREP,10.802987,2.3249414,3.331836613942648e-27,1.7796708883001023e-25
331079,19,B4GALT6,10.801694,1.6286005,3.379125390063991e-27,1.7994101045010482e-25
331082,19,WDPCP,10.739301,1.594943,6.654636930690354e-27,3.5008215369822094e-25
331090,19,GRM3,10.498741,2.4066036,8.753928204733444e-26,4.470151080030013e-24
331092,19,BCL2,10.468547,1.8675274,1.2047765201394847e-25,6.116260508801413e-24
331093,19,ENSHGLG00000001850,10.421378,1.5260094,1.9806134636257493e-25,9.967752093096872e-24
331095,19,GDA,10.369674,1.5886595,3.4068583121256087e-25,1.6949606796869492e-23
331103,19,ENSHGLG00000014962,10.060475,1.5198959,8.25989338309832e-24,3.9190605852831353e-22
331105,19,ITSN1,10.038915,1.5364913,1.0279934974290268e-23,4.837959667765309e-22
331116,19,FEZF2,9.8610935,2.1966128,6.137724077846825e-23,2.7905010278732837e-21
331117,19,LMO3,9.836843,1.5305352,7.812427613941614e-23,3.533449403677021e-21
331118,19,SPRED2,9.826261,1.5014253,8.678173579529072e-23,3.914845506226418e-21
331121,19,GHR,9.719313,1.9641345,2.494595746842237e-22,1.1138050189683044e-20
331132,19,BAIAP2,9.598018,1.945471,8.149653315302688e-22,3.512621613350637e-20
331133,19,HIVEP1,9.560987,1.7307218,1.1663803637277468e-21,4.990216529137901e-20
331140,19,HMCN1,9.426198,1.9909103,4.2522139398669284e-21,1.7798990705505485e-19
331143,19,QSER1,9.382497,1.530286,6.442885217187786e-21,2.6775646846513344e-19
331144,19,TBC1D8,9.377747,1.6584255,6.739773795617184e-21,2.794278121501953e-19
